,Date,Clients Buy,Clients Sales,Client Net,NRI Buy,NRI Sales,NRI Net,Proprietary Buy,Proprietary Sales,Proprietary Net,DII Buy,DII Sales,DII Net,Open,High,Low,Close,Text,SA
904,18-08-2014,1171.16,1283.38,-112.22,3.69,8.16,-4.47,534.75,517.37,17.38,1526.35,1036.31,490.04,26482.56,26530.67,26387.84,26420.67,Netural,0
905,19-08-2014,1413.6,1491.52,-77.92,3.42,7.64,-4.22,690.96,635.77,55.19,1683.07,1946.44,-263.37,26496.29,26504.52,26277.61,26314.29,Netural,0
906,20-08-2014,1342.05,1478.09,-136.04,5.45,5.28,0.17,638.03,589.12,48.91,1437.22,1918.59,-481.37,26322.66,26464.8,26262.52,26360.11,Netural,0
907,21-08-2014,1462.73,1662.89,-200.16,5.67,5.05,0.63,643.13,623.11,20.01,1881.36,1817.62,63.74,26419.53,26508.27,26383.16,26419.55,Netural,0
908,22-08-2014,1351.9,1437.2,-85.3,8.08,6.77,1.3,597.14,572.95,24.19,1416.48,1600.12,-183.64,26490.31,26630.74,26401.64,26437.02,Netural,0
909,25-08-2014,1396.99,1448.52,-51.53,5.72,5.49,0.23,600.31,607.11,-6.8,1252.79,1207.08,45.71,26349.87,26481.97,26314.89,26442.81,Netural,0
910,26-08-2014,1239.92,1269.93,-30.01,4.44,4.83,-0.39,584.27,576.06,8.2,1309.79,1568.97,-259.18,26553.24,26599.12,26492.5,26560.15,Russia seen outperforming BRICs as peace talks begin,0.5423
911,27-08-2014,1278.59,1298.83,-20.23,3.19,5.87,-2.68,565.22,542.37,22.85,1797.25,1560.26,236.99,26620.18,26674.38,26573.69,26638.11,Netural,0
912,28-08-2014,1193.47,1231.66,-38.19,3.39,4.25,-0.86,547.04,539.41,7.63,2677.78,1947.35,730.43,26733.18,26900.3,26732.39,26867.55,Netural,0
913,01-09-2014,1256.67,1388.54,-131.87,6.19,5.92,0.27,572.08,520.02,52.07,1135.18,1696.87,-561.69,26888.21,27082.85,26886.22,27019.39,Netural,0
914,02-09-2014,1363.87,1458.33,-94.46,4.31,12.71,-8.4,608.83,594.67,14.15,1820.36,1988.21,-167.85,27128.06,27225.85,27067.02,27139.94,Netural,0
915,03-09-2014,1486.86,1574.76,-87.89,5.58,4.96,0.62,657.8,644.23,13.57,1762.22,2231.91,-469.69,27164.95,27169.12,26972.39,27085.93,Netural,0
916,04-09-2014,1543.29,2954.52,-1411.23,4.99,6.2,-1.21,732.73,690.61,42.13,1172.65,1727.88,-555.23,27127.26,27178.8,26920.56,27026.7,Netural,0
917,05-09-2014,1581.43,1647.85,-66.42,6.46,6.02,0.44,749.56,749.17,0.39,1217.3,1572.11,-354.81,27145.12,27354.99,27144.56,27319.85,Netural,0
918,08-09-2014,1630.34,1726.67,-96.34,5.42,9.36,-3.94,776.6,765.81,10.79,1530.08,2038.45,-508.37,27316.43,27328.27,27177.09,27265.32,Netural,0
919,09-09-2014,1589.51,1622.15,-32.64,6.67,5.13,1.54,785.83,749.27,36.56,1020.68,1772.77,-752.09,27230.94,27251.44,27018.11,27057.41,Netural,0
920,10-09-2014,1603.06,1625.15,-22.09,5.33,4.78,0.55,749.11,734.24,14.87,1210.62,1721.87,-511.25,27143.22,27150.78,26904.5,26995.87,Netural,0
921,11-09-2014,1663.97,1717.45,-53.48,5.83,5.37,0.45,760.76,748.54,12.21,1450.66,1981.37,-530.71,27048.15,27096.87,26965.91,27061.04,Netural,0
922,12-09-2014,1726.45,1727.5,-1.05,6.4,5.77,0.63,762.39,756.5,5.89,1651.73,1860.17,-208.44,26998.07,26998.07,26790.91,26816.56,Netural,0
923,15-09-2014,1652.08,1659.32,-7.24,8.99,8.25,0.74,760.48,752.17,8.31,1504.75,1579.24,-74.49,26854.9,26861.29,26464.03,26492.51,Netural,0
924,16-09-2014,1941.93,1864.55,77.38,6.85,5.34,1.51,902.16,970.77,-68.61,2090.2,1624.59,465.61,26627.21,26682.64,26511.71,26631.29,Netural,0
925,17-09-2014,1344.89,1359.94,-15.05,5.17,10.12,-4.95,689.39,686.64,2.75,1635.63,1796.82,-161.19,26573.89,27132.2,26503.08,27112.21,Netural,0
926,18-09-2014,1534.6,1670.44,-135.85,5.14,4.13,1.01,802,757.18,44.82,1671.65,1587.2,84.45,27139.39,27247.17,27047.68,27090.42,beside stock price  what else should one consider to decide between NSE Vs BSE for stocks that are listed on both ,0
927,19-09-2014,1668.28,1682.18,-13.9,7.08,4.52,2.56,825.99,830.07,-4.08,1581.36,1344.21,237.15,27008.12,27254.8,26918.93,27206.74,Netural,0
928,22-09-2014,1532.82,1588.41,-55.59,4.41,7.13,-2.72,699.62,685.29,14.33,1309.17,1277.68,31.49,27244.98,27256.87,26744.07,26775.69,Netural,0
929,23-09-2014,1796.03,1738.65,57.39,6.58,7.99,-1.41,845.56,880.14,-34.59,1858.96,1533.26,325.7,26817.94,26844.7,26560,26744.69,Netural,0
930,24-09-2014,1475.66,1416.86,58.8,7.9,3.23,4.67,828.35,821.84,6.51,1461.38,1476.67,-15.29,26808.66,26814.2,26349.55,26468.36,Netural,0
931,25-09-2014,1367.57,1340.14,27.43,7.04,3.4,3.64,749.46,788.64,-39.18,2822.33,2003.71,818.62,26429.3,26721.03,26220.49,26626.32,Netural,0
932,26-09-2014,1388.28,1695.26,-306.97,4.05,3.98,0.07,738.53,715.96,22.57,2795.91,1460.58,1335.33,26694.41,26715.77,26518.01,26597.11,Stylish options philander assister ethical self run the echo stock price index bse  KbnemCG,0.5106
933,29-09-2014,1179.96,1236.1,-56.13,4.1,3.42,0.68,583.32,580.52,2.8,1323.36,1088.84,234.52,26610.71,26851.33,26481.31,26630.51,Why India is outperforming the world s biggest stock markets,0
934,30-09-2014,1868.2,1319.5,548.69,3.66,3.12,0.54,700.16,714.49,-14.33,1855.78,1654.54,201.24,26681.47,26683.7,26548.22,26567.99,Netural,0
935,01-10-2014,1054.56,1063.65,-9.09,3.36,3.49,-0.13,521.39,516.97,4.42,1418.1,1262.41,155.69,26487.51,26570.38,26250.24,26271.97,Netural,0
936,07-10-2014,1087.97,1102.2,-14.24,4.51,3.88,0.63,548.06,560.49,-12.43,1814.9,1487.25,327.65,26229.67,26338.31,26150.09,26246.79,Netural,0
937,08-10-2014,1040.95,1078.87,-37.92,3.25,4.96,-1.71,578.15,558.65,19.5,1937.08,1273.99,663.09,26394.37,26688.7,26394.21,26637.28,Netural,0
938,09-10-2014,1123.5,1217.85,-94.35,12.11,4.46,7.65,540.34,541.37,-1.03,2020.1,1396.46,623.64,26551.74,26555.92,26261.61,26297.38,Netural,0
939,10-10-2014,1313.98,1282.91,31.07,4.95,3.07,1.87,664.06,707.35,-43.29,1866.91,1308.7,558.21,26275.07,26443.16,26092.69,26384.07,Netural,0
940,13-10-2014,1078.39,1105.79,-27.4,3.96,3.12,0.84,569.1,557.12,11.98,1618.85,1052.02,566.83,26537.42,26550.79,26212.01,26349.33,Netural,0
941,14-10-2014,1233.95,1239.18,-5.24,3.12,29.15,-26.03,731.26,729.12,2.14,1825.97,1330.45,495.52,26260.35,26462.08,25933.98,25999.34,Netural,0
942,16-10-2014,1259.22,1222.03,37.19,6.03,1.91,4.12,689.65,740.05,-50.4,2052.18,1387.73,664.45,25950,26248.54,25910.77,26108.53,Netural,0
943,17-10-2014,1160.86,1213.27,-52.41,4.3,4.11,0.19,663.74,632.87,30.87,2565.98,1828.67,737.31,26434.16,26517.9,26368.94,26429.85,Netural,0
944,20-10-2014,1018.25,1100.64,-82.39,3.45,2.41,1.03,556.86,558.12,-1.26,1868.6,2034.71,-166.11,26552.45,26615.41,26407,26575.65,Netural,0
945,21-10-2014,1088.58,1160.57,-71.99,3.7,4.59,-0.88,598.82,582.57,16.25,1772.92,1703.98,68.94,26782.57,26818.33,26712.21,26787.23,Netural,0
946,22-10-2014,1058.55,1134.9,-76.35,3.58,3.17,0.41,552.01,528.57,23.45,1641.31,1265.76,375.55,26889.51,26930.23,26827.68,26851.05,Netural,0
947,23-10-2014,440.15,413.73,26.42,2.36,1.86,0.5,120.64,152.86,-32.21,32.65,21.77,10.88,26959.57,26994.96,26726.84,26752.9,Netural,0
948,27-10-2014,1042.05,1045.98,-3.93,2.91,2.9,0.01,526.88,525.97,0.92,1292.02,1282.47,9.55,26788.73,26907.14,26764.15,26880.82,Netural,0
949,28-10-2014,1153.8,1205.99,-52.19,3.73,5.37,-1.64,588.86,556.63,32.23,1324.46,1424.12,-99.66,27017.44,27126.3,26971.16,27098.17,Netural,0
950,29-10-2014,1211.78,1250.08,-38.3,4.6,4.59,0.01,580.25,562.65,17.6,1263.56,1770.85,-507.29,27098.94,27390.6,27088.65,27346.33,Netural,0
951,30-10-2014,1272.9,1388.24,-115.34,5.1,4.05,1.05,655,661.85,-6.86,2232.69,2326.7,-94.01,27439.06,27894.32,27438.28,27865.83,Netural,0
952,31-10-2014,1498.82,1705.86,-207.04,6.78,7.81,-1.03,806.49,752.33,54.16,2175.71,2452.2,-276.49,27943.04,27969.82,27785.4,27860.38,Netural,0
953,03-11-2014,1413.72,1546.21,-132.49,3.49,8.04,-4.55,731.68,687.23,44.45,1334.2,2517.28,-1183.08,27907.19,28010.39,27857.65,27915.88,Netural,0
954,05-11-2014,1644.09,1615.06,29.03,6.96,10.48,-3.52,758.11,746.17,11.94,1307.55,2512.18,-1204.63,27902.71,27980.93,27739.56,27868.63,Netural,0
955,07-11-2014,1486.05,1552.29,-66.24,10.19,9.1,1.1,757.06,732.76,24.3,1818.33,2010.53,-192.2,27919.45,28027.96,27764.75,27874.73,Netural,0
956,10-11-2014,1456.32,1697.43,-241.11,9,6.61,2.39,695.4,666.12,29.28,1435.41,1750.34,-314.93,27911.25,27996.92,27790.4,27910.06,Netural,0
957,11-11-2014,1366.66,1428.91,-62.25,4.13,5.94,-1.81,676.88,640.82,36.07,1181.26,1698.24,-516.98,27958.64,28126.48,27958.64,28008.9,Netural,0
958,12-11-2014,1514.14,1593.95,-79.82,5.79,6.09,-0.31,722.57,689.42,33.15,1249.68,1809.12,-559.44,28048.56,28098.74,27822.7,27940.64,Netural,0
959,13-11-2014,1530.22,1519.25,10.97,4.98,4.92,0.06,704.23,706.69,-2.46,1090.87,1829.11,-738.24,27949.54,28093.23,27912.9,28046.66,Netural,0
960,14-11-2014,1409.96,1576.94,-166.98,8.52,7.66,0.86,696.9,659.88,37.03,1418.23,1935.74,-517.51,28018.68,28205.71,27921.34,28177.88,Netural,0
961,17-11-2014,1466.26,1591.29,-125.04,5,15.31,-10.31,719.92,692.33,27.59,1576.48,1824.34,-247.86,28209.03,28282.85,28119.95,28163.29,Netural,0
962,18-11-2014,1603.24,1700.01,-96.77,5.47,7.59,-2.11,741.07,710.79,30.29,1586.1,1818.52,-232.42,28193.9,28294.01,27963.51,28032.85,Netural,0
963,19-11-2014,1663.79,1638.57,25.22,8.19,6.25,1.93,736.83,758.63,-21.8,1170.4,1661.66,-491.26,28100.84,28118.53,27915.23,28067.56,Netural,0
964,20-11-2014,1361.17,1359.28,1.89,5.01,5.62,-0.61,667.42,665.09,2.33,1271,1169.38,101.62,28100.1,28360.66,28038.4,28334.63,Netural,0
965,21-11-2014,1480.4,1554.3,-73.9,9.4,6.16,3.24,673.75,666.94,6.8,1662.12,1524.53,137.59,28413.01,28541.96,28394.48,28499.54,Netural,0
966,24-11-2014,1278.16,1386.27,-108.11,5.22,4.89,0.33,578.57,561.66,16.91,1606.27,1769.05,-162.78,28520.76,28541.22,28217.5,28338.05,Netural,0
967,25-11-2014,1420.34,1758.22,-337.89,16,5.1,10.9,697.71,707.14,-9.43,2030.27,2762.39,-732.12,28321.58,28470.15,28261.31,28386.19,Netural,0
968,26-11-2014,1200.86,1269.74,-68.88,4.27,3.67,0.61,590.78,561.14,29.64,1696.37,2011.01,-314.64,28397.8,28498.3,28307.58,28438.91,Netural,0
969,27-11-2014,1268.16,1366.94,-98.78,3.64,5.3,-1.66,642.57,621.34,21.22,2669.06,2332.21,336.85,28490.71,28822.37,28483.99,28693.99,Netural,0
970,28-11-2014,1537.91,1719.54,-181.63,7.99,10.68,-2.69,808.58,734.68,73.91,2561.35,3000.66,-439.31,28748.22,28809.64,28538.44,28559.62,Netural,0
971,01-12-2014,1308.24,1349.22,-40.99,10.2,5.85,4.35,525.64,530.54,-4.9,1572.33,2127.5,-555.17,28522.46,28576.39,28386.46,28444.01,Netural,0
972,02-12-2014,1385.32,1469.18,-83.87,5.55,8.3,-2.74,722.87,695.62,27.25,1513.18,1553.6,-40.42,28472.32,28504.65,28370.73,28442.71,Netural,0
973,03-12-2014,1711.36,1716.94,-5.58,4.59,7.56,-2.97,778.43,757.86,20.57,1976.4,2133.63,-157.23,28616.93,28808.78,28448.95,28562.82,Netural,0
974,04-12-2014,1682.59,1690.28,-7.69,6.91,8.35,-1.44,839.75,807.65,32.1,1236.04,1822.02,-585.98,28604.5,28651.75,28409.05,28458.1,Netural,0
975,05-12-2014,1584.39,1619.74,-35.35,5.71,3.99,1.71,712.58,709.96,2.62,1537.3,1371.25,166.05,28433,28494.85,28097.12,28119.4,Netural,0
976,08-12-2014,1460.8,1435.86,24.95,5.94,4.23,1.71,761.24,757.78,3.46,2458.71,1428.06,1030.65,28134.22,28157.53,27763.82,27797.01,Netural,0
977,09-12-2014,1330.35,1311.79,18.57,5.77,2.95,2.82,623.15,631.48,-8.33,1477.99,1823.37,-345.38,27711.96,27905.25,27710.03,27831.1,Apollo Tyres Live Stock Price  Share Chart  Quotes  NSE  BSE ,0.296
978,10-12-2014,1198.58,1252.91,-54.33,4.6,3.65,0.95,601.29,574.16,27.12,1559.64,2078.69,-519.05,27796.34,27796.34,27539.47,27602.01,Netural,0
979,11-12-2014,1363.69,1319.61,44.09,5.06,3.63,1.43,664.23,678.76,-14.52,1668.07,1236.14,431.93,27598.96,27692.32,27320.05,27350.68,Netural,0
980,12-12-2014,1299.33,1305.35,-6.02,4.98,2.81,2.17,646.25,677.29,-31.04,1906.92,1583.51,323.41,27136.28,27392.18,27105.04,27319.56,Netural,0
981,15-12-2014,1065.29,1234.47,-169.18,5.21,11.15,-5.93,538.73,536.11,2.62,1701.97,1565.95,136.02,27181.18,27199.37,26736.23,26781.44,Netural,0
982,16-12-2014,1352.24,1463.61,-111.37,5.62,5.31,0.31,672.5,703.39,-30.89,2370.36,1835.76,534.6,26724.01,26871.91,26469.42,26710.13,Netural,0
983,17-12-2014,1353.87,1421.81,-67.94,4.35,6.65,-2.3,737.37,779.65,-42.27,3180.47,1756.64,1423.83,27053.86,27180.92,26900.57,27126.57,Netural,0
984,18-12-2014,1139.08,1236.43,-97.35,3.61,2.58,1.03,588.36,606.02,-17.66,2126.21,1478.04,648.17,27292.55,27497.12,27292.14,27371.84,Netural,0
985,19-12-2014,1335.68,1369.44,-33.76,6.26,4.62,1.64,645.39,663.5,-18.11,1928.5,1305.73,622.77,27479.87,27725.27,27382.32,27701.79,Netural,0
986,22-12-2014,1000.31,1181.22,-180.91,5.18,3.54,1.63,470.32,455,15.32,1542.76,1153.64,389.12,27733.12,27851.1,27475.13,27506.46,Netural,0
987,23-12-2014,1117.9,1122.31,-4.41,3.04,2.75,0.29,511.67,531.88,-20.2,1845.54,1329.2,516.34,27530.26,27571.25,27146.52,27208.61,Netural,0
988,24-12-2014,1105.69,1152.53,-46.84,3.82,3.3,0.52,604.53,609.13,-4.59,2910.17,2401.08,509.09,27215.19,27370.63,27091.38,27241.78,Netural,0
989,26-12-2014,968.31,1010.91,-42.6,3.16,2.85,0.31,436.61,447.73,-11.12,1060.03,642.74,417.29,27266.49,27507.25,27266.49,27395.73,Netural,0
990,29-12-2014,1011.54,1047.63,-36.09,3.97,6.6,-2.63,480.35,483.26,-2.92,1154.73,794.35,360.38,27478.3,27478.3,27312.29,27403.54,Netural,0
991,30-12-2014,1078.53,1142.38,-63.85,2.22,3.93,-1.71,487.45,491.35,-3.9,971.74,810.87,160.87,27358.3,27527.24,27346,27499.42,Netural,0
992,31-12-2014,1059.69,1128.91,-69.22,2.47,4.43,-1.96,493.27,490.86,2.41,1161.68,1192.23,-30.55,27485.77,27545.61,27395.34,27507.54,Oil is falling again today  capping off what looks like its worst year since     ,-0.4939
993,01-01-2015,1059.82,1078.45,-18.63,3.69,3.47,0.22,457.98,466.33,-8.34,691.07,671.51,19.56,27521.28,27937.47,27519.26,27887.9,Netural,0
994,02-01-2015,1377.9,1432.23,-54.34,4.3,4.24,0.06,610.72,601.49,9.22,1527.3,1457.52,69.78,27978.43,28064.49,27786.85,27842.32,Netural,0
995,05-01-2015,1263.48,1229.42,34.07,4.91,3.58,1.32,577.99,591.37,-13.38,1098.28,1674.02,-575.74,27694.23,27698.93,26937.06,26987.46,Netural,0
996,06-01-2015,1374.37,1173.62,200.75,5.97,6.24,-0.27,631.72,699.6,-67.89,2646.3,1456.65,1189.65,26983.43,27051.6,26776.12,26908.82,Netural,0
997,07-01-2015,1213.09,1216.33,-3.24,8.05,6.01,2.04,647.03,642.76,4.27,2265.73,1664.33,601.4,27178.77,27316.41,27101.94,27274.71,Netural,0
998,08-01-2015,1324.37,1319.91,4.46,6.96,4.54,2.42,620.64,606.22,14.42,2174.4,1885.52,288.88,27404.19,27507.67,27119.63,27458.38,Netural,0
999,09-01-2015,1404.13,1421.7,-17.57,6.66,3.63,3.03,681.9,687,-5.1,1876.92,1577.39,299.53,27523.86,27620.66,27323.74,27585.27,Atlas Jewellery loses    per cent on BSE  stock price crashes,-0.3182
1000,12-01-2015,1268.12,1305.21,-37.09,4.25,11.16,-6.91,612.69,596.08,16.61,1097.14,1428.32,-331.18,27611.56,27670.19,27324.58,27425.73,Netural,0
1001,13-01-2015,1384.95,1357.9,27.05,4.5,4.81,-0.31,651.6,666.85,-15.25,1917.84,1871.78,46.06,27432.14,27512.8,27203.25,27346.82,Netural,0
1002,14-01-2015,1281.58,1432.21,-150.62,4.27,4.85,-0.57,624,624.54,-0.54,1647.21,1871.19,-223.98,27831.16,28194.61,27703.7,28075.55,Netural,0
1003,15-01-2015,1454.94,1638.18,-183.24,6.39,5.81,0.58,795.28,740.92,54.36,2142.37,2669.64,-527.27,28056.61,28176.1,27945.31,28121.89,Netural,0
1004,16-01-2015,1469.29,1570.73,-101.44,4.93,7.58,-2.65,701.83,662.68,39.15,1417.6,2134.51,-716.91,28249.84,28334.06,28197.36,28262.01,HDFC stock price went up by       due to rate cut  Observe its correlation with S amp P BSE realty which went up by        ,-0.2732
1005,19-01-2015,1377.89,1489.08,-111.18,3.92,5.09,-1.17,657.21,619.18,38.03,1373.33,1611.04,-237.71,28324.85,28829.29,28324.85,28784.67,Netural,0
1006,20-01-2015,1525.72,1568.25,-42.53,5.55,8.79,-3.24,750.72,702.45,48.27,1517.7,2279.3,-761.6,28843.09,28958.1,28792.57,28888.86,Netural,0
1007,21-01-2015,1527.54,1799.7,-272.16,5.28,9.31,-4.03,751.65,724.36,27.3,1528.49,2878.51,-1350.02,28957.79,29060.41,28892.23,29006.02,Netural,0
1008,22-01-2015,1497.78,1496.26,1.52,6.4,7.94,-1.54,721.22,685.61,35.62,1781.45,2359.98,-578.53,29189.45,29408.73,29165.56,29278.84,Netural,0
1009,23-01-2015,1576.66,1626.97,-50.31,7.64,6.74,0.9,831.91,787.84,44.07,1320.15,2620.11,-1299.96,29451.65,29618.59,29286.09,29571.04,Netural,0
1010,27-01-2015,1463.12,1494.84,-31.72,6.17,10.85,-4.69,718.11,690.81,27.3,1449.09,2232.43,-783.34,29565.72,29786.32,29417.67,29559.18,Netural,0
1011,28-01-2015,1654.53,1636.85,17.69,5.68,3.93,1.75,804.01,796.31,7.7,1437,2729.7,-1292.7,29516.49,29740.63,29378.3,29681.77,Netural,0
1012,29-01-2015,1512.76,1500.21,12.55,11.01,3.83,7.18,728.55,712.62,15.94,2122.29,3802.38,-1680.09,29801.6,29844.16,29070.48,29182.95,Netural,0
1013,30-01-2015,1704.37,1680.26,24.11,7.99,3.81,4.18,869.88,877.01,-7.13,2281.99,2319.59,-37.6,29143.63,29268.13,28958.52,29122.27,Netural,0
1014,02-02-2015,1620.56,1733.19,-112.63,6.89,8.73,-1.84,815.73,760.65,55.08,1747.14,1971.21,-224.07,29217.4,29253.06,28900.41,29000.14,Netural,0
1015,03-02-2015,1698.21,1676.9,21.31,6.78,14.44,-7.66,861.06,875.38,-14.32,1966.33,2103.64,-137.31,29129.85,29133.62,28824.68,28883.11,Netural,0
1016,04-02-2015,1670.55,1711.61,-41.06,5.45,5.92,-0.47,905.72,883.91,21.82,1653.42,1725.77,-72.35,28912.38,29277.83,28753.29,28850.97,Netural,0
1017,05-02-2015,1542.12,1556.08,-13.96,5.65,7.66,-2.01,774.53,833.15,-58.61,2318.25,1992.64,325.61,28892.21,28922.85,28647.14,28717.91,Netural,0
1018,06-02-2015,1323.46,1402.92,-79.46,5.51,6.2,-0.69,713.66,710.33,3.32,1339.04,1223.55,115.49,28566.5,28566.5,28183.32,28227.39,Netural,0
1019,09-02-2015,1239.31,1194.47,44.84,6.48,4.73,1.75,670.37,681.61,-11.25,1651,1181.45,469.55,28122.48,28633.72,28044.49,28355.62,Netural,0
1020,10-02-2015,1358.99,1341.37,17.63,3.83,8.4,-4.57,794.95,794.59,0.36,2442.08,1590.76,851.32,28450.26,28618.91,28424.39,28533.97,Netural,0
1021,11-02-2015,1422.55,1457.24,-34.69,5.24,12.74,-7.5,741.97,715.45,26.52,1674.69,1527.2,147.49,28650.25,28838.52,28406.25,28805.1,Recent correction in Karur Vysya Bank stock price makes it attractive ,0.4404
1022,12-02-2015,1558.23,1643.35,-85.12,13.08,18.16,-5.08,850.11,842.37,7.74,2143.62,1438.09,705.53,28888.99,29154.67,28835.7,29094.93,Netural,0
1023,13-02-2015,1621.35,1690.43,-69.07,6.07,9.28,-3.21,824.35,819.85,4.5,2454.14,2358.32,95.82,29170.77,29325.35,29083.4,29135.88,Alberta on high alert over first case of mad cow disease since     ,-0.25
1024,16-02-2015,1513.43,1571.82,-58.39,6.75,10.62,-3.87,709.96,715.96,-6.01,1525.22,1244.45,280.77,29136.07,29411.32,29126.91,29320.26,Netural,0
1025,18-02-2015,1760.89,1821.37,-60.48,7.01,37.1,-30.09,921.42,887.72,33.69,2181.18,1853.31,327.87,29434.91,29522.86,29108.15,29462.27,Netural,0
1026,19-02-2015,1712.08,1728.73,-16.65,5.64,17.8,-12.16,908.45,906.6,1.85,1498.5,1694.24,-195.74,29446.21,29462.09,29178.26,29231.41,Netural,0
1027,20-02-2015,1608.9,1660.7,-51.79,11.27,8.53,2.74,855.4,845.11,10.29,1722.37,1517.52,204.85,29316.58,29362.96,28913.16,28975.11,Netural,0
1028,23-02-2015,1451.46,1408.09,43.37,5.68,9.56,-3.89,691.66,735.49,-43.83,1521.89,1685.68,-163.79,29016.55,29130.67,28875.94,29004.66,Netural,0
1029,24-02-2015,1321.61,1357.17,-35.57,5.41,12.49,-7.08,713.67,703.08,10.59,1346.92,1493.9,-146.98,29115.32,29269.83,28967.61,29007.99,Netural,0
1030,25-02-2015,1319.46,2195.54,-876.08,4.68,175.52,-170.84,667.39,670.66,-3.26,1737.36,1717.66,19.7,29051.9,29069.13,28693.82,28746.65,Netural,0
1031,26-02-2015,1341.81,1583.9,-242.09,3.16,8.05,-4.89,757.57,772.28,-14.71,2908.33,2567.54,340.79,28865.12,29254.02,28837.06,29220.12,Netural,0
1032,27-02-2015,1427.81,1574.17,-146.36,4.55,22.27,-17.71,789.33,766.45,22.88,3072.13,3564.06,-491.93,29411.33,29560.32,28882.02,29361.5,Netural,0
1033,28-02-2015,1904.34,1949.65,-45.3,3.95,10.42,-6.47,1245.26,1194.53,50.73,1569.35,2310.09,-740.74,29533.42,29576.32,29259.77,29459.14,Netural,0
1034,02-03-2015,1692.22,1775.29,-83.08,7.39,15.74,-8.35,960.04,905.6,54.44,2358.82,2178.47,180.35,29500.19,29636.86,29364.87,29593.73,Netural,0
1035,03-03-2015,1704.87,1754.39,-49.52,7.05,6.66,0.39,898.23,837.38,60.85,1573.84,1877.72,-303.88,29937.27,30024.74,29289.05,29380.73,Netural,0
1036,04-03-2015,2056.27,4026.07,-1969.79,7.31,7.18,0.13,1079.78,1146.21,-66.42,2638.94,2622.05,16.89,29436.77,29518.32,29162.47,29448.95,Netural,0
1037,05-03-2015,1526.77,1549.51,-22.75,7.36,2.97,4.39,790.1,751.55,38.55,1704.37,1897.91,-193.54,29316.54,29321.06,28799.76,28844.78,Netural,0
1038,09-03-2015,1533.8,2557.36,-1023.55,4.65,7.29,-2.65,806.85,830.64,-23.79,1486.23,1521.54,-35.31,28924.06,28949.11,28584.49,28709.87,Netural,0
1039,10-03-2015,1564.98,1624.41,-59.43,6.8,3.36,3.43,807.05,770.23,36.82,1872.98,1582.5,290.48,28725.75,28843.23,28608.18,28659.17,Netural,0
1040,11-03-2015,1425.06,1436.21,-11.16,4.15,4.1,0.05,728.03,708.18,19.85,1697.31,2036.27,-338.96,28798.61,28971.01,28772.71,28930.41,Netural,0
1041,12-03-2015,1489.8,1597.8,-108,6.07,5.16,0.91,708.22,686.78,21.44,1643.94,2025.88,-381.94,29134.93,29183.76,28448.48,28503.3,news bajaj finance  Bajaj Finance Stock Price  Bajaj Finance Share Price  NSE  BSE  Stock Mark ,0.296
1042,13-03-2015,1727.83,1621.19,106.65,7.15,7.87,-0.72,783.99,824.6,-40.62,1726.25,1797.8,-71.55,28546.31,28581.82,28384.09,28437.71,Asahi India Glass  stock price hit all time high of Rs     yesterday  As per BSE  the promoters are buying the stock ,0
1043,16-03-2015,1371.04,1381.03,-9.99,3.42,4.33,-0.92,594.98,563.3,31.67,1469.32,1310.67,158.65,28595,28784.35,28435.45,28736.38,Netural,0
1044,17-03-2015,1968.28,1864.4,103.88,6.12,4.26,1.85,667.08,644.38,22.7,1370.51,1614.2,-243.69,28766.87,28806.97,28546.76,28622.12,Netural,0
1045,18-03-2015,1459.46,1422.27,37.19,4.15,5.21,-1.06,637.52,624.61,12.91,1504.07,2387.06,-882.99,28805.22,28978.74,28411.7,28469.67,Netural,0
1046,19-03-2015,1421.11,1607.43,-186.32,3.54,7.05,-3.51,642.74,685.26,-42.52,1658.13,1604.67,53.46,28465.44,28484.36,28209.66,28261.08,Netural,0
1047,20-03-2015,1317.63,1384.07,-66.44,4.75,3.96,0.79,622.25,630.08,-7.84,1577.79,1796.99,-219.2,28317.29,28385.14,28163.9,28192.02,NTPC stock down     The stock price of state owned power utility NTPC ended at Rs       on the BSE on Friday   ,0
1048,23-03-2015,1152.28,1330.84,-178.56,3.23,2.57,0.67,520.2,503.06,17.14,2004.04,1600.13,403.91,28209.33,28455.32,28130.09,28161.72,Netural,0
1049,24-03-2015,1125.95,1251.04,-125.09,5.22,2.74,2.48,525.98,498.42,27.56,1858.13,2489.8,-631.67,28216.09,28249.6,28031.42,28111.83,Netural,0
1050,25-03-2015,1181.55,1180.66,0.89,5.44,3.5,1.94,461.91,466.24,-4.33,2029.46,1932.94,96.52,27937.62,27997.14,27384.87,27457.58,Netural,0
1051,26-03-2015,1063.03,1050.29,12.74,8.97,4.09,4.88,485.85,496.17,-10.33,4287.68,3600.59,687.09,27649.78,27694.41,27248.45,27458.64,Netural,0
1052,27-03-2015,1288.56,1354.65,-66.09,5.89,2.84,3.05,592.87,578.07,14.8,2500.19,1825.43,674.76,27655.79,28017.97,27624.76,27975.86,Netural,0
1053,30-03-2015,996.19,1069.6,-73.41,2.81,5.23,-2.41,490.13,472.44,17.7,1971.84,1320.17,651.67,28069.85,28180.64,27868.21,27957.49,Netural,0
1054,31-03-2015,1177.17,1112.13,65.04,5.17,6.13,-0.95,534.53,556.01,-21.48,2256.09,1972.38,283.71,27954.86,28298.34,27889.02,28260.14,Netural,0
